gid,depth,is_seed,in_deg,in_sum,in_tx,out_deg,out_sum,out_tx,pass_ratio,truncated,inflow_incomplete,seed_payers,seed_reach,fast_share,max_payers_same_day,active_days,pagerank,betweenness,component,role,role_score,evidence,cluster_id,c_role,c_money,c_seed,c_central,priority_score
100000002964966100,2,False,1,200000.0,1,0,0.0,0,0.0,False,False,0,8,0.0,1,1,0.00039541593494282827,0.0,0,terminal,0.896,"Конечный получатель: 200 тыс ₸ от 1 плательщиков, исходящих нет (колено 2)",8,0.4032,0.7106316725978647,0.8387455516014235,0.5425934163701067,0.6594
100000008771814100,2,False,1,23700.0,1,0,0.0,0,0.0,False,False,0,1,0.0,1,1,0.0002936186984785076,0.0,1,peripheral,0.9,"Признаков роли не выявлено: вход 1 (24 тыс ₸), выход 0 (0 ₸)",5,0.09000000000000001,0.24466192170818504,0.14768683274021352,0.328403024911032,0.1608
100000001241318100,2,False,1,53000.0,1,0,0.0,0,0.0,False,False,0,7,0.0,1,1,0.0005308383624756592,0.0,0,peripheral,0.9,"Признаков роли не выявлено: вход 1 (53 тыс ₸), выход 0 (0 ₸)",1,0.09000000000000001,0.4486209964412811,0.5433718861209964,0.5928603202846975,0.3849
100000001250022100,2,False,1,50000.0,1,0,0.0,0,0.0,False,False,0,1,0.0,1,1,0.0002950458326603053,0.0,0,peripheral,0.9,"Признаков роли не выявлено: вход 1 (50 тыс ₸), выход 0 (0 ₸)",20,0.09000000000000001,0.42838078291814946,0.14768683274021352,0.3433051601423488,0.2207
100000006534886100,2,False,1,71700.0,5,1,167500.0,8,2.336122733612273,False,True,0,7,0.810320781032078,1,8,0.0011276985721232183,0.0,0,peripheral,0.9,"Признаков роли не выявлено: вход 1 (72 тыс ₸), выход 1 (168 тыс ₸)",2,0.09000000000000001,0.7419928825622776,0.5433718861209964,0.6713745551601423,0.4939
100000008655035100,2,False,1,30000.0,1,0,0.0,0,0.0,False,False,0,2,0.0,1,1,0.0005401427143175893,0.0,0,peripheral,0.9,"Признаков роли не выявлено: вход 1 (30 тыс ₸), выход 0 (0 ₸)",15,0.09000000000000001,0.3082740213523132,0.28113879003558717,0.6086521352313168,0.2816
100000005932987100,2,False,1,25000.0,3,0,0.0,0,0.0,False,False,0,7,0.0,1,3,0.0004118086245499584,0.0,0,peripheral,0.9,"Признаков роли не выявлено: вход 1 (25 тыс ₸), выход 0 (0 ₸)",22,0.09000000000000001,0.26045373665480426,0.5433718861209964,0.5501556939501779,0.3168
100000008636603100,2,False,2,35460.0,2,6,159375.0,7,4.494500846023689,False,True,0,7,1.0,1,6,0.0003387006850594576,0.001695795064108119,0,peripheral,0.7,"Признаков роли не выявлено: вход 2 (35 тыс ₸), выход 6 (159 тыс ₸)",2,0.06999999999999999,0.7024021352313167,0.5433718861209964,0.7982651245551602,0.5043
100000008710843100,2,False,2,33944.0,3,13,1985500.0,14,58.49340089559274,False,True,0,8,0.463822766910205,1,12,0.00029287559446499275,0.0007705100906674946,0,distributor,0.554,"Веерное распределение: 13 получателей, 2,0 млн ₸, отдаёт в 58.5× больше видимого входа — есть внешние источники",3,0.44320000000000004,0.9710854092526691,0.8387455516014235,0.6203291814946619,0.7753
100000000917179100,2,False,1,94465.0,2,0,0.0,0,0.0,False,False,0,7,0.0,1,1,0.00042586253334482907,0.0,0,peripheral,0.9,"Признаков роли не выявлено: вход 1 (94 тыс ₸), выход 0 (0 ₸)",14,0.09000000000000001,0.5622775800711743,0.5433718861209964,0.5543816725978647,0.4102
100000004209339100,2,False,1,138500.0,6,2,238500.0,11,1.7220216606498195,False,True,0,8,0.5306859205776173,1,11,0.0008195334277812209,1.0685663401602851e-05,0,peripheral,0.9,"Признаков роли не выявлено: вход 1 (138 тыс ₸), выход 2 (238 тыс ₸)",13,0.09000000000000001,0.8147241992882562,0.8387455516014235,0.8724421708185053,0.6378
100000008765627100,2,False,1,60000.0,1,0,0.0,0,0.0,False,False,0,1,0.0,1,1,0.00029694114034890817,0.0,0,peripheral,0.9,"Признаков роли не выявлено: вход 1 (60 тыс ₸), выход 0 (0 ₸)",20,0.09000000000000001,0.474644128113879,0.14768683274021352,0.3595418149466192,0.2388
100000002443664100,2,False,3,556880.0,3,0,0.0,0,0.0,False,False,0,9,0.0,3,1,0.0003387703864093913,0.0,0,terminal,0.97,"Конечный получатель: 557 тыс ₸ от 3 плательщиков, исходящих нет (колено 2)",3,0.4365,0.8772241992882562,0.9094750889679716,0.4929937722419929,0.7298
100000008144528100,2,False,5,1068202.6,13,0,0.0,0,0.0,False,False,0,7,0.0,2,4,0.001055538276590802,0.0,0,consolidator,0.5,"Признаки консолидации: получает от 5 разных плательщиков, 1,1 млн ₸, отдаёт дальше 0% полученного",2,0.425,0.9332740213523132,0.5433718861209964,0.6691503558718861,0.6955
100000003988112100,2,False,1,92000.0,2,1,64000.0,5,0.6956521739130435,False,False,0,7,1.0,1,3,0.0005045477365705099,0.0,0,peripheral,0.9,"Признаков роли не выявлено: вход 1 (92 тыс ₸), выход 1 (64 тыс ₸)",16,0.09000000000000001,0.6637010676156584,0.5433718861209964,0.5815169039145908,0.4479
100000008008463100,2,False,1,54180.0,1,0,0.0,0,0.0,False,False,0,1,0.0,1,1,0.0002958380712741413,0.0,0,peripheral,0.9,"Признаков роли не выявлено: вход 1 (54 тыс ₸), выход 0 (0 ₸)",20,0.09000000000000001,0.4559608540925267,0.14768683274021352,0.3508674377224199,0.2309
100000006679055100,2,False,1,25000.0,1,0,0.0,0,0.0,False,False,0,9,0.0,1,1,0.0003008464444710437,0.0,0,peripheral,0.9,"Признаков роли не выявлено: вход 1 (25 тыс ₸), выход 0 (0 ₸)",8,0.09000000000000001,0.26045373665480426,0.9094750889679716,0.3886788256227758,0.3669
100000007382543100,2,False,3,218000.0,3,5,427000.0,8,1.9587155963302751,False,True,0,7,0.5045871559633027,1,9,0.0011904909010560457,0.00014131789848619768,0,peripheral,0.7,"Признаков роли не выявлено: вход 3 (218 тыс ₸), выход 5 (427 тыс ₸)",22,0.06999999999999999,0.8919039145907474,0.5433718861209964,0.9635231316725978,0.6028
100000007749092100,2,False,1,7650.0,1,1,70375.0,5,9.199346405228757,False,True,0,7,0.0,1,5,0.0018044164784854861,0.0,0,peripheral,0.9,"Признаков роли не выявлено: вход 1 (8 тыс ₸), выход 1 (70 тыс ₸)",2,0.09000000000000001,0.5182384341637011,0.5433718861209964,0.6820507117437723,0.428
100000004221668100,2,False,4,1128300.0,8,3,731440.0,10,0.6482673047948241,False,False,0,1,0.621554551094567,1,13,0.0030901749053247364,0.0,0,peripheral,0.6,"Признаков роли не выявлено: вход 4 (1,1 млн ₸), выход 3 (731 тыс ₸)",20,0.06,0.9653024911032029,0.14768683274021352,0.6911699288256228,0.4574
100000008174521100,2,False,1,82110.0,1,0,0.0,0,0.0,False,False,0,7,0.0,1,1,0.00044052875483409733,0.0,0,peripheral,0.9,"Признаков роли не выявлено: вход 1 (82 тыс ₸), выход 0 (0 ₸)",2,0.09000000000000001,0.527135231316726,0.5433718861209964,0.5623887900355872,0.4015
100000002692750100,2,False,3,112830.0,3,1,77000.0,8,0.682442612780289,False,False,0,7,0.0,1,10,0.0020142415855483,1.0707077556716282e-05,0,peripheral,0.7,"Признаков роли не выявлено: вход 3 (113 тыс ₸), выход 1 (77 тыс ₸)",20,0.06999999999999999,0.6970640569395018,0.5433718861209964,0.9131450177935942,0.5308
100000002173070100,2,False,1,30000.0,1,0,0.0,0,0.0,False,False,0,7,0.0,1,1,0.00029053829816639534,0.0,0,peripheral,0.9,"Признаков роли не выявлено: вход 1 (30 тыс ₸), выход 0 (0 ₸)",19,0.09000000000000001,0.3082740213523132,0.5433718861209964,0.2862544483985765,0.2668
100000005911352100,2,False,2,15000.0,2,3,24000.0,3,1.6,False,True,0,7,0.0,1,5,0.000551734499856716,5.966162065894925e-05,0,peripheral,0.8,"Признаков роли не выявлено: вход 2 (15 тыс ₸), выход 3 (24 тыс ₸)",2,0.08000000000000002,0.3638790035587189,0.5433718861209964,0.8943505338078291,0.4285
100000003068941100,2,False,3,94000.0,3,1,25000.0,2,0.26595744680851063,False,False,0,7,0.5319148936170213,1,4,0.000320174383735057,1.0685663401602851e-05,0,peripheral,0.7,"Признаков роли не выявлено: вход 3 (94 тыс ₸), выход 1 (25 тыс ₸)",10,0.06999999999999999,0.6143238434163701,0.5433718861209964,0.6784919928825623,0.448
100000001420847100,2,False,1,20000.0,2,0,0.0,0,0.0,False,False,0,7,0.0,1,2,0.00030282570687728154,0.0,0,peripheral,0.9,"Признаков роли не выявлено: вход 1 (20 тыс ₸), выход 0 (0 ₸)",18,0.09000000000000001,0.20462633451957296,0.5433718861209964,0.40002224199288255,0.263
100000005602999100,2,False,1,5000.0,1,2,16000.0,3,3.2,False,True,0,8,1.0,1,3,0.0003048459777394544,2.1371326803205702e-05,0,peripheral,0.9,"Признаков роли не выявлено: вход 1 (5 тыс ₸), выход 2 (16 тыс ₸)",13,0.09000000000000001,0.22197508896797152,0.8387455516014235,0.6581405693950177,0.4038
100000000723383100,2,False,1,6800.0,1,2,75000.0,2,11.029411764705882,False,True,0,7,0.0,1,2,0.0003893195549175227,0.0001406945681211042,0,peripheral,0.9,"Признаков роли не выявлено: вход 1 (7 тыс ₸), выход 2 (75 тыс ₸)",19,0.09000000000000001,0.5266903914590747,0.5433718861209964,0.826067615658363,0.4659
100000006977207100,2,False,1,414000.0,1,15,4157018.0,15,10.041106280193237,False,True,0,1,0.0,1,11,0.00034788547570970175,4.9193072996690914e-05,0,distributor,0.583,"Веерное распределение: 15 получателей, 4,2 млн ₸, отдаёт в 10.0× больше видимого входа — есть внешние источники",21,0.4664,0.9919928825622776,0.14768683274021352,0.7773576512455516,0.6608
100000001273783100,2,False,1,23200.0,1,0,0.0,0,0.0,False,False,0,1,0.0,1,1,0.0002966231104571262,0.0,0,peripheral,0.9,"Признаков роли не выявлено: вход 1 (23 тыс ₸), выход 0 (0 ₸)",9,0.09000000000000001,0.23754448398576514,0.14768683274021352,0.35731761565836295,0.1657
100000000201868100,2,False,1,190000.0,1,1,190000.0,1,1.0,False,False,0,7,1.0,1,2,0.0009746432509228604,0.0,0,transit,1.0,"Признаки транзита: пропускает 100% полученного (190 тыс ₸), 100% уходит дальше за ≤2 дня",2,0.6,0.8169483985765125,0.5433718861209964,0.6669261565836299,0.7344
100000007777377100,2,False,1,456290.0,7,2,10000.0,2,0.021915886826360427,False,False,0,7,0.0,1,7,0.0003611461879485204,7.479964381121995e-05,0,terminal,0.958,"Конечный получатель: 456 тыс ₸ от 1 плательщиков, дальше уходит 2% (колено 2)",19,0.4311,0.8518683274021353,0.5433718861209964,0.7984875444839858,0.7049
100000004192865100,2,False,1,66666.0,1,0,0.0,0,0.0,False,False,0,1,0.0,1,1,0.0005558092873800479,0.0,3,peripheral,0.9,"Признаков роли не выявлено: вход 1 (67 тыс ₸), выход 0 (0 ₸)",27,0.09000000000000001,0.4928825622775801,0.14768683274021352,0.6202179715302492,0.3082
100000006901046100,2,False,1,75800.0,3,1,5500.0,1,0.07255936675461741,False,False,0,7,0.0,1,3,0.0029998776847225033,0.0,0,peripheral,0.9,"Признаков роли не выявлено: вход 1 (76 тыс ₸), выход 1 (6 тыс ₸)",2,0.09000000000000001,0.5237989323843416,0.5433718861209964,0.6909475088967971,0.4319
100000000437046100,2,False,9,1107200.0,20,42,7606224.0,73,6.86978323699422,False,True,0,7,0.8645231213872833,3,21,0.0007924860106097876,0.0011950777974953537,0,coordinator,0.74,"Признаки координации: получает от 9 плательщиков (1,1 млн ₸), рассылает 42 получателям (7,6 млн ₸)",1,0.74,0.9977758007117438,0.5433718861209964,0.9599644128113879,0.9215
100000008765494100,2,False,1,24000.0,1,0,0.0,0,0.0,False,False,0,1,0.0,1,1,0.0002937205896716876,0.0,1,peripheral,0.9,"Признаков роли не выявлено: вход 1 (24 тыс ₸), выход 0 (0 ₸)",5,0.09000000000000001,0.24822064056939502,0.14768683274021352,0.33018238434163705,0.1623
100000008713270100,2,False,1,30000.0,1,3,190000.0,3,6.333333333333333,False,True,0,1,1.0,1,3,0.00029125521728309953,0.0,0,peripheral,0.85,"Признаков роли не выявлено: вход 1 (30 тыс ₸), выход 3 (190 тыс ₸)",20,0.085,0.7262010676156584,0.14768683274021352,0.2979314946619217,0.2986
100000003603979100,2,False,1,165000.0,3,0,0.0,0,0.0,False,False,0,1,0.0,1,3,0.0005856463349534348,0.0,2,peripheral,0.9,"Признаков роли не выявлено: вход 1 (165 тыс ₸), выход 0 (0 ₸)",24,0.09000000000000001,0.6737099644128114,0.14768683274021352,0.6300044483985765,0.366
100000000943371100,2,False,1,15500.0,1,0,0.0,0,0.0,False,False,0,10,0.0,1,1,0.00030597516384402423,0.0,0,peripheral,0.9,"Признаков роли не выявлено: вход 1 (16 тыс ₸), выход 0 (0 ₸)",30,0.09000000000000001,0.1472419928825623,0.9612989323843416,0.4131450177935943,0.351
100000008672480100,2,False,1,13000.0,1,0,0.0,0,0.0,False,False,0,1,0.0,1,1,0.0002899845792550891,0.0,1,peripheral,0.9,"Признаков роли не выявлено: вход 1 (13 тыс ₸), выход 0 (0 ₸)",5,0.09000000000000001,0.11543594306049822,0.14768683274021352,0.27691281138790036,0.1086
100000008691168100,2,False,1,24000.0,1,0,0.0,0,0.0,False,False,0,1,0.0,1,1,0.0002937205896716876,0.0,1,peripheral,0.9,"Признаков роли не выявлено: вход 1 (24 тыс ₸), выход 0 (0 ₸)",5,0.09000000000000001,0.24822064056939502,0.14768683274021352,0.33018238434163705,0.1623
100000003237045100,2,False,1,340200.0,2,1,150000.0,1,0.4409171075837742,False,False,0,7,0.0,1,2,0.00039413443206538995,0.0,0,peripheral,0.9,"Признаков роли не выявлено: вход 1 (340 тыс ₸), выход 1 (150 тыс ₸)",2,0.09000000000000001,0.8589857651245552,0.5433718861209964,0.5408140569395018,0.4978
100000008736394100,2,False,1,16000.0,1,0,0.0,0,0.0,False,False,0,1,0.0,1,1,0.00029100349118688865,0.0,1,peripheral,0.9,"Признаков роли не выявлено: вход 1 (16 тыс ₸), выход 0 (0 ₸)",5,0.09000000000000001,0.15769572953736655,0.14768683274021352,0.29270462633451955,0.1254
100000004160650100,2,False,2,75100.0,4,10,1489827.0,40,19.83790945406125,False,True,0,1,1.0,1,16,0.0003692276667102102,0.0,2,distributor,0.5,"Веерное распределение: 10 получателей, 1,5 млн ₸, отдаёт в 19.8× больше видимого входа — есть внешние источники",24,0.4,0.9555160142348754,0.14768683274021352,0.5239101423487544,0.5591
100000000629812100,2,False,2,22000.0,2,0,0.0,0,0.0,False,False,0,10,0.0,1,2,0.0002979840074392023,0.0,0,terminal,0.643,"Конечный получатель: 22 тыс ₸ от 2 плательщиков, исходящих нет (колено 2)",19,0.28935,0.2284252669039146,0.9612989323843416,0.36665925266903915,0.4499
100000000955444100,2,False,1,6910.0,1,0,0.0,0,0.0,False,False,0,1,0.0,1,1,0.0003525283441776959,0.0,4,peripheral,0.9,"Признаков роли не выявлено: вход 1 (7 тыс ₸), выход 0 (0 ₸)",35,0.09000000000000001,0.04359430604982206,0.14768683274021352,0.5078959074733096,0.1432
100000008731444100,2,False,3,439000.0,5,9,879767.8,9,2.0040268792710707,False,True,0,7,1.0,1,8,0.00035336188519380433,7.001107504540132e-05,0,peripheral,0.55,"Признаков роли не выявлено: вход 3 (439 тыс ₸), выход 9 (880 тыс ₸)",10,0.05500000000000001,0.9430604982206405,0.5433718861209964,0.7887010676156583,0.5692
100000008413748100,2,False,2,26480.0,2,18,1377320.22,21,52.01360347432024,False,True,0,7,1.0,2,5,0.00039089149206356923,0.00015660653016265894,0,distributor,0.62,"Веерное распределение: 18 получателей, 1,4 млн ₸, отдаёт в 52.0× больше видимого входа — есть внешние источники",6,0.496,0.9483985765124555,0.5433718861209964,0.8289590747330962,0.7697
100000006787636100,2,False,1,20000.0,1,0,0.0,0,0.0,False,False,0,7,0.0,1,1,0.0003581033949231403,0.0,0,peripheral,0.9,"Признаков роли не выявлено: вход 1 (20 тыс ₸), выход 0 (0 ₸)",2,0.09000000000000001,0.20462633451957296,0.5433718861209964,0.5132339857651246,0.2907
100000005942793100,2,False,4,55000.0,4,0,0.0,0,0.0,False,False,0,7,0.0,2,2,0.0003322322681540015,0.0,0,terminal,0.769,"Конечный получатель: 55 тыс ₸ от 4 плательщиков, исходящих нет (колено 2)",4,0.34605,0.45951957295373663,0.5433718861209964,0.4834297153024911,0.4712
100000008730846100,2,False,7,155042.0,11,3,363370.0,4,2.343687516930896,False,True,0,8,1.0,4,4,0.0005360575471708012,8.726625111308994e-05,0,consolidator,0.607,"Признаки консолидации: получает от 7 разных плательщиков, 155 тыс ₸, отдаёт в 2.3× больше видимого входа — есть внешние источники",13,0.51595,0.8692170818505338,0.8387455516014235,0.8879003558718861,0.8408
100000002570206100,2,False,2,166959.6,2,0,0.0,0,0.0,False,False,0,7,0.0,1,2,0.0003185104657273645,0.0,0,terminal,0.877,"Конечный получатель: 167 тыс ₸ от 2 плательщиков, исходящих нет (колено 2)",6,0.39465,0.6766014234875445,0.5433718861209964,0.4576290035587188,0.5521
100000000785800100,2,False,1,19000.0,1,1,19000.0,1,1.0,False,False,0,1,1.0,1,1,0.0003566979785631403,0.0,11,peripheral,0.9,"Признаков роли не выявлено: вход 1 (19 тыс ₸), выход 1 (19 тыс ₸)",42,0.09000000000000001,0.36076512455516013,0.14768683274021352,0.5116770462633452,0.2412
100000007382152100,2,False,1,5860.0,1,0,0.0,0,0.0,False,False,0,7,0.0,1,1,0.0002864808806193007,0.0,0,peripheral,0.9,"Признаков роли не выявлено: вход 1 (6 тыс ₸), выход 0 (0 ₸)",4,0.09000000000000001,0.03291814946619217,0.5433718861209964,0.20940836298932386,0.1637
100000000910216100,2,False,1,71000.0,3,1,52010.0,1,0.7325352112676057,False,False,0,7,0.0,1,4,0.00032323954910943236,0.0001882349508338194,0,peripheral,0.9,"Признаков роли не выявлено: вход 1 (71 тыс ₸), выход 1 (52 тыс ₸)",1,0.09000000000000001,0.6183274021352313,0.5433718861209964,0.7624555160142349,0.4784
100000003131016100,2,False,1,405700.0,7,1,126000.0,4,0.31057431599704216,False,False,0,7,0.0,1,9,0.0016774572234080627,0.0,0,peripheral,0.9,"Признаков роли не выявлено: вход 1 (406 тыс ₸), выход 1 (126 тыс ₸)",1,0.09000000000000001,0.8727758007117438,0.5433718861209964,0.6809386120996441,0.5363
100000003221384100,2,False,1,511200.0,1,0,0.0,0,0.0,False,False,0,7,0.0,1,1,0.00044820293531491734,0.0,0,terminal,0.966,"Конечный получатель: 511 тыс ₸ от 1 плательщиков, исходящих нет (колено 2)",2,0.4347,0.8678825622775801,0.5433718861209964,0.5639457295373665,0.6539
100000002156381100,2,False,2,61000.0,7,1,21800.0,3,0.35737704918032787,False,False,0,8,0.08196721311475409,2,8,0.0010807758307164093,2.1371326803205702e-05,0,peripheral,0.8,"Признаков роли не выявлено: вход 2 (61 тыс ₸), выход 1 (22 тыс ₸)",13,0.08000000000000002,0.5293594306049823,0.8387455516014235,0.9192615658362989,0.5576
100000002779485100,2,False,1,91000.0,2,0,0.0,0,0.0,False,False,0,7,0.0,1,2,0.0005469132844919467,0.0,0,peripheral,0.9,"Признаков роли не выявлено: вход 1 (91 тыс ₸), выход 0 (0 ₸)",17,0.09000000000000001,0.5564946619217082,0.5433718861209964,0.6126556939501779,0.4228
100000008774237100,2,False,1,50000.0,1,1,10000.0,1,0.2,False,False,0,1,0.0,1,2,0.0003103490467286019,0.0,2,peripheral,0.9,"Признаков роли не выявлено: вход 1 (50 тыс ₸), выход 1 (10 тыс ₸)",24,0.09000000000000001,0.474644128113879,0.14768683274021352,0.42938167259786475,0.2559
100000002628146100,2,False,1,30500.0,2,0,0.0,0,0.0,False,False,0,8,0.0,1,1,0.0003192156684704561,0.0,0,peripheral,0.9,"Признаков роли не выявлено: вход 1 (30 тыс ₸), выход 0 (0 ₸)",9,0.09000000000000001,0.3167259786476868,0.8387455516014235,0.4602980427046264,0.3844
100000002852402100,2,False,1,55000.0,1,0,0.0,0,0.0,False,False,0,7,0.0,1,1,0.00032701738322827895,0.0,0,peripheral,0.9,"Признаков роли не выявлено: вход 1 (55 тыс ₸), выход 0 (0 ₸)",2,0.09000000000000001,0.45951957295373663,0.5433718861209964,0.47520017793594305,0.3594
100000006989106100,2,False,1,64000.0,2,0,0.0,0,0.0,False,False,0,1,0.0,1,2,0.0004956408524122075,0.0,0,peripheral,0.9,"Признаков роли не выявлено: вход 1 (64 тыс ₸), выход 0 (0 ₸)",15,0.09000000000000001,0.4844306049822064,0.14768683274021352,0.5788478647686833,0.2955
100000002958343100,2,False,1,2900000.0,4,2,1390000.0,17,0.4793103448275862,False,False,0,1,0.034482758620689655,1,15,0.0006295066258876751,0.0,0,peripheral,0.9,"Признаков роли не выявлено: вход 1 (2,9 млн ₸), выход 2 (1,4 млн ₸)",15,0.09000000000000001,0.9911032028469751,0.14768683274021352,0.6389012455516014,0.4653
100000008461532100,2,False,2,565300.0,2,8,2530090.0,9,4.475658942154608,False,True,0,7,1.0,1,3,0.0007452506208527072,0.0001495992876224399,0,peripheral,0.6,"Признаков роли не выявлено: вход 2 (565 тыс ₸), выход 8 (2,5 млн ₸)",26,0.06,0.9839857651245552,0.5433718861209964,0.9431717081850534,0.6217
100000004400305100,2,False,7,222800.0,9,82,5830181.0,101,26.167778276481148,False,True,0,7,1.0,2,22,0.00038581745349325076,0.0021483353710477454,0,coordinator,0.768,"Признаки координации: получает от 7 плательщиков (223 тыс ₸), рассылает 82 получателям (5,8 млн ₸)",10,0.768,0.9968861209964412,0.5433718861209964,0.8403024911032029,0.9039
100000000297649100,2,False,1,40000.0,1,1,70600.0,2,1.765,False,True,0,8,0.0,1,3,0.0008091385858414708,0.0,0,peripheral,0.9,"Признаков роли не выявлено: вход 1 (40 тыс ₸), выход 1 (71 тыс ₸)",12,0.09000000000000001,0.6005338078291815,0.8387455516014235,0.6569172597864769,0.5194
100000003191430100,2,False,1,180000.0,1,0,0.0,0,0.0,False,False,0,7,0.0,1,1,0.0005307375952815097,0.0,0,peripheral,0.9,"Признаков роли не выявлено: вход 1 (180 тыс ₸), выход 0 (0 ₸)",2,0.09000000000000001,0.6886120996441281,0.5433718861209964,0.5924154804270463,0.4582
100000003275398100,2,False,1,300000.0,1,1,20000.0,1,0.06666666666666667,False,False,0,1,0.0,1,2,0.000434247809285157,0.0,2,terminal,0.93,"Конечный получатель: 300 тыс ₸ от 1 плательщиков, дальше уходит 7% (колено 2)",24,0.41850000000000004,0.7891459074733096,0.14768683274021352,0.5597197508896797,0.5249
100000005203590100,2,False,1,90000.0,1,0,0.0,0,0.0,False,False,0,1,0.0,1,1,0.0003026270634147168,0.0,0,peripheral,0.9,"Признаков роли не выявлено: вход 1 (90 тыс ₸), выход 0 (0 ₸)",20,0.09000000000000001,0.5513790035587188,0.14768683274021352,0.39891014234875444,0.2719
100000008672603100,2,False,1,21200.0,1,0,0.0,0,0.0,False,False,0,8,0.0,1,1,0.00029721303813419784,0.0,0,peripheral,0.9,"Признаков роли не выявлено: вход 1 (21 тыс ₸), выход 0 (0 ₸)",8,0.09000000000000001,0.22486654804270462,0.8387455516014235,0.3622108540925267,0.3322
100000000718427100,2,False,1,6000.0,1,0,0.0,0,0.0,False,False,0,1,0.0,1,1,0.00028760711808089006,0.0,1,peripheral,0.9,"Признаков роли не выявлено: вход 1 (6 тыс ₸), выход 0 (0 ₸)",5,0.09000000000000001,0.03536476868327402,0.14768683274021352,0.2265346975088968,0.0717
100000003104347100,2,False,1,418000.0,1,1,32000.0,1,0.07655502392344497,False,False,0,7,0.0,1,2,0.00036431706006781635,1.0685663401602851e-05,0,terminal,0.951,"Конечный получатель: 418 тыс ₸ от 1 плательщиков, дальше уходит 8% (колено 2)",23,0.42795,0.8440836298932385,0.5433718861209964,0.7345418149466192,0.6855
100000002974256100,2,False,1,7200.0,1,0,0.0,0,0.0,False,False,0,1,0.0,1,1,0.0005319059485796735,0.0,0,peripheral,0.9,"Признаков роли не выявлено: вход 1 (7 тыс ₸), выход 0 (0 ₸)",12,0.09000000000000001,0.04848754448398576,0.14768683274021352,0.5961966192170819,0.1663
100000007173936100,2,False,1,10000.0,1,0,0.0,0,0.0,False,False,0,7,0.0,1,1,0.00028681863055512655,0.0,0,peripheral,0.9,"Признаков роли не выявлено: вход 1 (10 тыс ₸), выход 0 (0 ₸)",11,0.09000000000000001,0.07873665480427046,0.5433718861209964,0.21363434163701067,0.1788
100000002744581100,2,False,1,12000.0,1,0,0.0,0,0.0,False,False,0,1,0.0,1,1,0.00032495771137883774,0.0,0,peripheral,0.9,"Признаков роли не выявлено: вход 1 (12 тыс ₸), выход 0 (0 ₸)",15,0.09000000000000001,0.1045373665480427,0.14768683274021352,0.47275355871886127,0.1532
100000000596954100,2,False,1,120000.0,1,2,48100.0,2,0.4008333333333333,False,False,0,10,0.0,1,2,0.0005156144546495897,3.7474771448506984e-05,0,peripheral,0.9,"Признаков роли не выявлено: вход 1 (120 тыс ₸), выход 2 (48 тыс ₸)",8,0.09000000000000001,0.6783807829181495,0.9612989323843416,0.8534252669039146,0.6214
100000004950490100,2,False,1,10000.0,1,0,0.0,0,0.0,False,False,0,1,0.0,1,1,0.0003306416631354998,0.0,0,peripheral,0.9,"Признаков роли не выявлено: вход 1 (10 тыс ₸), выход 0 (0 ₸)",15,0.09000000000000001,0.07873665480427046,0.14768683274021352,0.4807606761565836,0.1473
100000008772058100,2,False,1,50000.0,1,0,0.0,0,0.0,False,False,0,1,0.0,1,1,0.000302551159747284,0.0,1,peripheral,0.9,"Признаков роли не выявлено: вход 1 (50 тыс ₸), выход 0 (0 ₸)",5,0.09000000000000001,0.42838078291814946,0.14768683274021352,0.39868772241992884,0.2342
100000000971908100,2,False,1,89000.0,1,0,0.0,0,0.0,False,False,0,1,0.0,1,1,0.0003024375326458565,0.0,0,peripheral,0.9,"Признаков роли не выявлено: вход 1 (89 тыс ₸), выход 0 (0 ₸)",20,0.09000000000000001,0.5473754448398577,0.14768683274021352,0.3977980427046264,0.2704
100000008687492100,2,False,1,15000.0,1,0,0.0,0,0.0,False,False,0,1,0.0,1,1,0.0002906638538762888,0.0,1,peripheral,0.9,"Признаков роли не выявлено: вход 1 (15 тыс ₸), выход 0 (0 ₸)",5,0.09000000000000001,0.13856761565836298,0.14768683274021352,0.2879225978647687,0.1184
100000003159641100,2,False,4,64000.0,7,1,197800.0,1,3.090625,False,True,0,7,0.234375,1,5,0.0003052153968344313,3.4798002059327916e-05,0,peripheral,0.6,"Признаков роли не выявлено: вход 4 (64 тыс ₸), выход 1 (198 тыс ₸)",2,0.06,0.7575622775800712,0.5433718861209964,0.6771574733096085,0.4872
100000005326681100,2,False,1,31228.0,1,0,0.0,0,0.0,False,False,0,7,0.0,1,1,0.0002955041990377069,0.0,0,peripheral,0.9,"Признаков роли не выявлено: вход 1 (31 тыс ₸), выход 0 (0 ₸)",2,0.09000000000000001,0.322508896797153,0.5433718861209964,0.34708629893238435,0.2861
100000006888238100,2,False,1,18000.0,1,1,30000.0,1,1.6666666666666667,False,True,0,1,0.0,1,2,0.0006097535591566922,1.7809439002671417e-06,10,peripheral,0.9,"Признаков роли не выявлено: вход 1 (18 тыс ₸), выход 1 (30 тыс ₸)",43,0.09000000000000001,0.41370106761565834,0.14768683274021352,0.8330738434163701,0.3361
100000001290243100,2,False,1,10000.0,1,0,0.0,0,0.0,False,False,0,7,0.0,1,1,0.00031994897355357534,0.0,0,peripheral,0.9,"Признаков роли не выявлено: вход 1 (10 тыс ₸), выход 0 (0 ₸)",2,0.09000000000000001,0.07873665480427046,0.5433718861209964,0.46274466192170816,0.2398
